Drug,geneName,log2FoldChange,padj no NA,pvalue
Enzalutamide,MYOM3,0,1,1
Enzalutamide,IL22RA1,-0.529534278,1,0.437625008
Enzalutamide,IFNLR1,-0.954653976,1,0.682675168
Enzalutamide,GRHL3,0.181120077,1,0.528768746
Enzalutamide,STPG1,-0.159833293,1,0.128825063
Enzalutamide,NIPAL3,-0.057367743,1,0.342727857
Enzalutamide,RCAN3,0.292294808,1,0.184237473
Enzalutamide,NCMAP,2.352722432,1,0.395960299
Enzalutamide,SRRM1,-0.121178292,1,0.329661547
Enzalutamide,CLIC4,-0.03742858,1,0.935901841
Enzalutamide,RUNX3,2.431127965,1,0.363101527
Enzalutamide,SYF2,0.058898521,1,0.787507596
Enzalutamide,AL031432.4,-0.673025265,1,0.226792721
Enzalutamide,AL031432.5,0.61180497,1,0.678092311
Enzalutamide,RSRP1,0.269547131,1,0.604756162
Enzalutamide,AL031432.3,0.192986629,1,0.709577867
Enzalutamide,AL031432.2,0.742219403,1,0.303588107
Enzalutamide,RHD,1.854154295,1,0.106852229
Enzalutamide,SDHDP6,0.141271282,1,0.804198698
Enzalutamide,AL928711.1,1.465989771,1,0.749242497
Enzalutamide,TMEM50A,0.055670596,1,0.644051011
Enzalutamide,RHCE,0.091960794,1,0.808333852
Enzalutamide,AL031284.1,-0.024064749,1,0.966755295
Enzalutamide,MACO1,-0.004910434,1,0.969812253
Enzalutamide,LDLRAP1,-0.083341604,1,0.69180315
Enzalutamide,AL606491.1,1.602780735,1,0.079999739
Enzalutamide,MAN1C1,-0.220099111,1,0.262342672
Enzalutamide,AL031280.1,0.968934916,1,0.623999544
Enzalutamide,SELENON,-0.09740839,1,0.788290704
Enzalutamide,AL020996.1,0.057716164,1,0.892056967
Enzalutamide,MTFR1L,-0.074553206,1,0.721121504
Enzalutamide,AUNIP,0.245716788,1,0.2558953
Enzalutamide,AL033528.2,-0.614523149,1,0.703467811
Enzalutamide,PAQR7,0.980465153,1,0.330604482
Enzalutamide,STMN1,-0.009711038,1,0.952236659
Enzalutamide,PAFAH2,0.003797968,1,0.967326041
Enzalutamide,EXTL1,-0.076310079,1,0.868834129
Enzalutamide,SLC30A2,0.651406337,1,0.461517719
Enzalutamide,PDIK1L,0.174495412,1,0.792940359
Enzalutamide,AL391650.1,0.492061534,1,0.468274204
Enzalutamide,CNKSR1,0.004949018,1,0.985782744
Enzalutamide,AL355877.1,2.521829546,1,0.70586758
Enzalutamide,AL355877.3,-0.880192157,1,0.851957035
Enzalutamide,CEP85,-0.076875713,1,0.40700543
Enzalutamide,AL355877.2,-1.85827696,1,0.644535015
Enzalutamide,SH3BGRL3,0.036789445,1,0.933010246
Enzalutamide,UBXN11,0.031172675,1,0.906046931
Enzalutamide,CRYBG2,0.164066194,1,0.702765736
Enzalutamide,LIN28A,0,1,1
Enzalutamide,DHDDS,-0.168591993,1,0.414446374
Enzalutamide,AL513365.1,0.639693607,1,0.626961161
Enzalutamide,AL513365.2,0.220555108,1,0.822739284
Enzalutamide,HMGN2,-0.027546318,1,0.901966384
Enzalutamide,RPS6KA1,0.009797924,1,0.976836301
Enzalutamide,AL512408.1,0.195105201,1,0.47178159
Enzalutamide,ARID1A,-0.095187625,1,0.308664261
Enzalutamide,PIGV,0.002545142,1,0.988816379
Enzalutamide,ZDHHC18,-0.163302102,1,0.463722699
Enzalutamide,SFN,-0.499840825,1,0.312079278
Enzalutamide,GPN2,-0.088982742,1,0.528517651
Enzalutamide,GPATCH3,-0.022253497,1,0.936782581
Enzalutamide,NUDC,-0.017186119,1,0.949381131
Enzalutamide,NR0B2,0.968931175,1,0.776296056
Enzalutamide,KDF1,-0.05409444,1,0.863286896
Enzalutamide,RPL12P13,0.731664777,1,0.53999862
Enzalutamide,OSTCP2,1.013486524,1,0.457587336
Enzalutamide,TRNP1,0.068652117,1,0.793143712
Enzalutamide,TENT5B,0.968926452,1,0.834009136
Enzalutamide,SLC9A1,0.028753515,1,0.921789763
Enzalutamide,CHCHD3P3,-3.213879147,1,0.020450999
Enzalutamide,NPM1P39,-0.09658992,1,0.797408199
Enzalutamide,WDTC1,-0.087893985,1,0.788416125
Enzalutamide,FO393419.3,1.478654745,1,0.376755651
Enzalutamide,TMEM222,-0.036998279,1,0.922611521
Enzalutamide,RNU6-48P,0.422104302,1,0.732825204
Enzalutamide,ACTG1P20,-0.341980185,1,0.603569137
Enzalutamide,SYTL1,0.118700335,1,0.634637198
Enzalutamide,MAP3K6,-0.161308058,1,0.603610653
Enzalutamide,FCN3,-1.908064659,1,0.042754874
Enzalutamide,CD164L2,0.278082689,1,0.551859284
Enzalutamide,GPR3,0.14263156,1,0.768256574
Enzalutamide,WASF2,-0.152002236,1,0.548999004
Enzalutamide,AHDC1,-0.169597902,1,0.383621269
Enzalutamide,AL031729.1,-0.168068781,1,0.78547996
Enzalutamide,IFI6,0.044192127,1,0.863866687
Enzalutamide,AL445490.1,0.00714008,1,0.998164108
Enzalutamide,FAM76A,0.069583278,1,0.854704863
Enzalutamide,AL020997.1,1.328335946,1,0.173601828
Enzalutamide,STX12,-0.084021732,1,0.302194988
Enzalutamide,AL020997.2,0.484805965,1,0.849679682
Enzalutamide,AL020997.3,0.007140091,1,0.997800479
Enzalutamide,PPP1R8,-0.007979964,1,0.934031666
Enzalutamide,THEMIS2,1.825382967,1,0.207528337
Enzalutamide,RPA2,0.00452927,1,0.975111495
Enzalutamide,SMPDL3B,0.02512029,1,0.93587515
Enzalutamide,AL512288.1,-0.485438069,1,0.627646492
Enzalutamide,XKR8,-0.152908828,1,0.314745938
Enzalutamide,EYA3,-0.035243997,1,0.838939932
Enzalutamide,AL512288.2,1.859738622,1,0.325699212
Enzalutamide,RN7SL559P,0.007140096,1,0.997492006
Enzalutamide,SPCS2P4,-0.073217043,1,0.558874404
Enzalutamide,AL137792.1,1.508751089,1,0.660474941
Enzalutamide,PTAFR,0.263050965,1,0.742298701
Enzalutamide,DNAJC8,-0.005505265,1,0.93389742
Enzalutamide,ATP5IF1,0.033122806,1,0.868567594
Enzalutamide,AL353622.1,0.451442477,1,0.235351424
Enzalutamide,AL353622.2,-2.440331121,1,0.157061218
Enzalutamide,SESN2,0.022534549,1,0.937776415
Enzalutamide,MED18,-0.105866319,1,0.673152299
Enzalutamide,PHACTR4,-0.079718916,1,0.401395107
Enzalutamide,CR391992.1,1.46734507,1,0.666950078
Enzalutamide,RCC1,-0.032738531,1,0.860847473
Enzalutamide,SNHG3,0.120032947,1,0.609632578
Enzalutamide,SNORA73B,-0.538622412,1,0.219624484
Enzalutamide,PRDX3P2,0.431565085,1,0.754641096
Enzalutamide,AL513497.1,-0.036230823,1,0.915709225
Enzalutamide,TRNAU1AP,0.0358475,1,0.881998444
Enzalutamide,SNHG12,0.173058453,1,0.671335703
Enzalutamide,SNORD99,1.866978802,1,0.092689375
Enzalutamide,TAF12,-0.010026743,1,0.89537143
Enzalutamide,RAB42,0.003959943,1,0.997762475
Enzalutamide,LINC01715,0.103528259,1,0.73505003
Enzalutamide,GMEB1,-0.070672459,1,0.55309939
Enzalutamide,YTHDF2,-0.005600875,1,0.952285229
Enzalutamide,OPRD1,1.171228563,1,0.175974623
Enzalutamide,AL009181.1,-1.843782326,1,0.340048008
Enzalutamide,EPB41,0.071349656,1,0.786077321
Enzalutamide,AL138785.1,-0.199283421,1,0.700545981
Enzalutamide,SRSF4,-0.072840769,1,0.461773437
Enzalutamide,MECR,0.008495833,1,0.978865114
Enzalutamide,AL590729.1,-0.002385585,1,0.998144926
Enzalutamide,PTPRU,-0.001607319,1,0.995099342
Enzalutamide,LINC01756,-0.145511415,1,0.854572389
Enzalutamide,MATN1,0.365983513,1,0.519238445
Enzalutamide,MATN1-AS1,0.052390291,1,0.891966838
Enzalutamide,LAPTM5,0.242511803,1,0.8572885
Enzalutamide,LINC01778,-0.063699503,1,0.825486558
Enzalutamide,SDC3,-0.130540635,1,0.51857242
Enzalutamide,PUM1,-0.074929285,1,0.74988638
Enzalutamide,NKAIN1,-0.493161957,1,0.263764134
Enzalutamide,SNRNP40,-0.143911793,1,0.392780628
Enzalutamide,AC114495.2,-0.11340351,1,0.890265346
Enzalutamide,ZCCHC17,-0.104131732,1,0.267792371
Enzalutamide,FABP3,0.30368801,1,0.354485355
Enzalutamide,SERINC2,-0.01235704,1,0.975432725
Enzalutamide,TINAGL1,0.328607732,1,0.612191824
Enzalutamide,HCRTR1,-1.856300322,1,0.456650068
Enzalutamide,PEF1,-0.070076023,1,0.813656931
Enzalutamide,AC114488.2,1.995493099,1,0.049912818
Enzalutamide,AC114488.3,0.007140079,1,0.998189332
Enzalutamide,COL16A1,-0.061958977,1,0.870830297
Enzalutamide,ADGRB2,-0.163253399,1,0.598458318
Enzalutamide,AL354919.2,-0.954642123,1,0.862280491
Enzalutamide,SPOCD1,0.475938064,1,0.619520966
Enzalutamide,PTP4A2,-0.020022372,1,0.928629426
Enzalutamide,AL136115.1,-0.007684643,1,0.998457104
Enzalutamide,KHDRBS1,-0.028219343,1,0.87036792
Enzalutamide,AL445248.1,-0.014222976,1,0.993680919
Enzalutamide,TMEM39B,0.064475337,1,0.831509206
Enzalutamide,KPNA6,-0.054884456,1,0.701207641
Enzalutamide,TXLNA,-0.075538177,1,0.216639359
Enzalutamide,CCDC28B,0.008511168,1,0.978020504
Enzalutamide,AL049795.1,-1.795751673,1,0.164056339
Enzalutamide,IQCC,0.003698501,1,0.980564055
Enzalutamide,DCDC2B,-0.180517155,1,0.835000948
Enzalutamide,TMEM234,-0.023684404,1,0.928647418
Enzalutamide,EIF3I,-0.085524436,1,0.79377993
Enzalutamide,MTMR9LP,-0.232364615,1,0.509650203
Enzalutamide,FAM167B,-0.387384317,1,0.271071933
Enzalutamide,LCK,2.939857544,1,0.453162398
Enzalutamide,HDAC1,-0.041068946,1,0.78816941
Enzalutamide,MARCKSL1,-0.060682775,1,0.847005826
Enzalutamide,AL109945.1,1.211411277,1,0.300239008
Enzalutamide,TSSK3,0.570867014,1,0.38220313
Enzalutamide,FAM229A,-0.050037169,1,0.858346724
Enzalutamide,BSDC1,-0.102282003,1,0.205512966
Enzalutamide,GAPDHP20,0.968921704,1,0.862235405
Enzalutamide,ZBTB8B,-0.097354671,1,0.873822427
Enzalutamide,ZBTB8A,-0.287888207,1,0.541149348
Enzalutamide,ZBTB8OS,0.093701363,1,0.775352943
Enzalutamide,RBBP4,-0.050581434,1,0.781190957
Enzalutamide,SYNC,0.007140102,1,0.99693947
Enzalutamide,AC114489.1,-0.95465378,1,0.693431423
Enzalutamide,KIAA1522,-0.125604292,1,0.603249912
Enzalutamide,YARS,0.018327068,1,0.956382723
Enzalutamide,S100PBP,-0.007763775,1,0.9626448
Enzalutamide,FNDC5,0.301698831,1,0.322769771
Enzalutamide,HPCA,0.290304489,1,0.791422695
Enzalutamide,TMEM54,-0.012368285,1,0.970090801
Enzalutamide,RNF19B,-0.136545132,1,0.297961806
Enzalutamide,AL031602.1,-1.896854093,1,0.298537309
Enzalutamide,AL355864.1,-1.473726058,1,0.369805347
Enzalutamide,AL355864.2,1.859521887,1,0.340667611
Enzalutamide,AL020995.1,0,1,1
Enzalutamide,AK2,-0.020604303,1,0.909893551
Enzalutamide,AZIN2,-0.040320634,1,0.85973643
Enzalutamide,AL662907.1,-0.203566299,1,0.660395136
Enzalutamide,TRIM62,-0.124066948,1,0.632048474
Enzalutamide,AL662907.2,0.445269654,1,0.49998632
Enzalutamide,ZNF362,-0.029411491,1,0.888827429
Enzalutamide,AL513327.3,-0.130457707,1,0.862680016
Enzalutamide,A3GALT2,-1.469756538,1,0.46580708
Enzalutamide,AL513327.1,0.220786812,1,0.691414812
Enzalutamide,PHC2,-0.044998862,1,0.858573246
Enzalutamide,MIR3605,0,1,1
Enzalutamide,RN7SKP16,0.26119296,1,0.804521268
Enzalutamide,AL513327.2,-0.286892593,1,0.603081298
Enzalutamide,ZSCAN20,-0.071463546,1,0.677027556
Enzalutamide,SMIM12,-0.035028451,1,0.896080461
Enzalutamide,AL122010.1,0.216311832,1,0.542749812
Enzalutamide,DLGAP3,-0.148303012,1,0.760587251
Enzalutamide,AC114490.3,0.29042581,1,0.68436452
Enzalutamide,AC114490.1,0.232365625,1,0.75303428
Enzalutamide,TMEM35B,0.342314376,1,0.573100477
Enzalutamide,ZMYM6,0.174334126,1,0.745521347
Enzalutamide,ZMYM1,0.245484726,1,0.714375155
Enzalutamide,EFCAB14P1,0,1,1
Enzalutamide,SFPQ,-0.085477629,1,0.647985821
Enzalutamide,ZMYM4,0.046760579,1,0.925475777
Enzalutamide,RPL5P4,-0.018052819,1,0.944210764
Enzalutamide,KIAA0319L,0.053358004,1,0.8259283
Enzalutamide,NCDN,-0.016366891,1,0.958805853
Enzalutamide,AC004865.2,0.608663425,1,0.329880876
Enzalutamide,TFAP2E,0.191331582,1,0.632249983
Enzalutamide,PSMB2,-0.013989048,1,0.95500118
Enzalutamide,C1orf216,-0.035256831,1,0.867206394
Enzalutamide,CLSPN,0.083368289,1,0.879165749
Enzalutamide,AL354864.1,-1.465376811,1,0.422592272
Enzalutamide,AGO4,0.185115817,1,0.610626576
Enzalutamide,AGO1,-0.034816782,1,0.741985435
Enzalutamide,AGO3,0.045367132,1,0.873547826
Enzalutamide,AL138787.1,1.851412212,1,0.324759771
Enzalutamide,TEKT2,0.272474948,1,0.78343111
Enzalutamide,ADPRHL2,-0.060447782,1,0.829004893
Enzalutamide,COL8A2,-0.673908582,1,0.283757832
Enzalutamide,TRAPPC3,-0.065110142,1,0.695339091
Enzalutamide,MAP7D1,-0.55953535,1,0.09442423
Enzalutamide,THRAP3,-0.323803305,1,0.208571605
Enzalutamide,SH3D21,-0.39241648,1,0.125246475
Enzalutamide,EVA1B,-0.330902759,1,0.340403198
Enzalutamide,AL591845.1,-0.657727445,1,0.107483651
Enzalutamide,STK40,-0.217467713,1,0.439373213
Enzalutamide,LSM10,-0.053088351,1,0.865702952
Enzalutamide,OSCP1,-0.131754313,1,0.471146172
Enzalutamide,SNORA63C,0,1,1
Enzalutamide,MRPS15,-0.042848376,1,0.846801279
Enzalutamide,CSF3R,0.007140103,1,0.996929506
Enzalutamide,LINC01137,0.146196637,1,0.579897438
Enzalutamide,ZC3H12A,0.024169322,1,0.922256222
Enzalutamide,MEAF6,-0.164683538,1,0.375417974
Enzalutamide,MIR5581,-0.685921131,1,0.510973795
Enzalutamide,SNIP1,-0.145531366,1,0.038511218
Enzalutamide,FTH1P1,-2.695295562,1,0.066028071
Enzalutamide,AL034379.1,0.159234769,1,0.714411306
Enzalutamide,DNALI1,0.116900569,1,0.642722051
Enzalutamide,GNL2,0.05031102,1,0.889035775
Enzalutamide,AL513220.1,0,1,1
Enzalutamide,C1orf109,0.048881345,1,0.776720484
Enzalutamide,CDCA8,-0.066276371,1,0.770713964
Enzalutamide,EPHA10,0.002565254,1,0.991336463
Enzalutamide,ACTN4P2,-0.895006843,1,0.629302751
Enzalutamide,MANEAL,0.032481466,1,0.920687472
Enzalutamide,YRDC,-0.148168183,1,0.283671826
Enzalutamide,C1orf122,-0.101012848,1,0.7652882
Enzalutamide,MTF1,-0.014494041,1,0.961541476
Enzalutamide,INPP5B,0.155371059,1,0.10251031
Enzalutamide,RF00092,0.968922577,1,0.858115647
Enzalutamide,SF3A3,-0.048712684,1,0.691615609
Enzalutamide,RNU6-510P,0.237323555,1,0.791787274
Enzalutamide,FHL3,-0.03432501,1,0.925215373
Enzalutamide,UTP11,-0.017584827,1,0.852767402
Enzalutamide,POU3F1,0.425021207,1,0.730063474
Enzalutamide,AL139158.2,-1.203251228,1,0.30879478
Enzalutamide,AL354702.1,-0.930150485,1,0.015458714
Enzalutamide,RRAGC,-0.01523333,1,0.943452735
Enzalutamide,AL139260.1,0.342848647,1,0.441246976
Enzalutamide,MYCBP,-0.024420556,1,0.921432642
Enzalutamide,GJA9-MYCBP,-0.589549037,1,0.623400665
Enzalutamide,GJA9,-1.014067696,1,0.438030404
Enzalutamide,RHBDL2,0.263596749,1,0.346722205
Enzalutamide,AKIRIN1,-0.079252516,1,0.663100815
Enzalutamide,NDUFS5,0.033306286,1,0.886760433
Enzalutamide,MACF1,0.105253774,1,0.723867668
Enzalutamide,BMP8A,0.105923945,1,0.769587455
Enzalutamide,OXCT2P1,0.567651074,1,0.250628032
Enzalutamide,PPIEL,0.43183114,1,0.224706238
Enzalutamide,PABPC4,-0.090088551,1,0.668351945
Enzalutamide,AL365277.1,-0.417376541,1,0.654689791
Enzalutamide,SNORA55,-1.617739953,1,0.20407713
Enzalutamide,NT5C1A,0.968934885,1,0.62682888
Enzalutamide,HPCAL4,-0.013013918,1,0.96339436
Enzalutamide,PPIE,-0.027555247,1,0.879886075
Enzalutamide,BMP8B,-0.265560584,1,0.166267742
Enzalutamide,OXCT2,0.649812769,1,0.237957524
Enzalutamide,AL033527.3,-1.330670874,1,0.354743389
Enzalutamide,TRIT1,-0.038289279,1,0.720742777
Enzalutamide,MYCL,-0.557644142,0.314043701,0.002217735
Enzalutamide,AL033527.2,-1.013400806,1,0.46736041
Enzalutamide,MFSD2A,-0.02746271,1,0.926384952
Enzalutamide,AL663070.1,0.01452521,1,0.970221029
Enzalutamide,CAP1,-0.033949787,1,0.587998958
Enzalutamide,PPT1,-0.017272693,1,0.89658315
Enzalutamide,AL512599.1,-0.954648973,1,0.810985187
Enzalutamide,RLF,0.055551925,1,0.935145698
Enzalutamide,AL050341.2,0.281492903,1,0.538937593
Enzalutamide,ZMPSTE24,0.033055186,1,0.931506775
Enzalutamide,AL050341.1,0.007140038,1,0.998775778
Enzalutamide,COL9A2,-0.060121758,1,0.848797123
Enzalutamide,AL031985.2,0.332382468,1,0.77303534
Enzalutamide,SMAP2,0.036290669,1,0.862570732
Enzalutamide,AL031985.4,-0.019699925,1,0.979369119
Enzalutamide,ZFP69B,0.111723726,1,0.81575018
Enzalutamide,AL031985.3,-0.080253948,1,0.883089026
Enzalutamide,AL603839.4,0.007140035,1,0.998793931
Enzalutamide,ZFP69,-0.712133832,1,0.402471806
Enzalutamide,AL603839.3,-0.088446157,1,0.791834834
Enzalutamide,EXO5,0.178500343,1,0.207430097
Enzalutamide,AL603839.2,1.740558685,1,0.031113591
Enzalutamide,ZNF684,0.467027869,1,0.381699059
Enzalutamide,RIMS3,-0.08644826,1,0.656818332
Enzalutamide,AL031289.1,1.789777076,1,0.078965969
Enzalutamide,NFYC-AS1,0.321282598,1,0.268136162
Enzalutamide,NFYC,-0.03115203,1,0.902305743
Enzalutamide,KCNQ4,-0.085562169,1,0.775423389
Enzalutamide,CITED4,-0.250432172,1,0.556071321
Enzalutamide,CTPS1,-0.061899777,1,0.768680643
Enzalutamide,SLFNL1-AS1,0.219895786,1,0.722433203
Enzalutamide,SLFNL1,0.484446337,1,0.321340125
Enzalutamide,SCMH1,-0.077867422,1,0.746454679
Enzalutamide,AC093151.3,1.86967426,1,0.216230471
Enzalutamide,FOXO6,0.239045138,1,0.559336621
Enzalutamide,EDN2,0.4407846,1,0.105899488
Enzalutamide,HIVEP3,0.061988199,1,0.666047559
Enzalutamide,AL445933.1,2.700203029,1,0.054665986
Enzalutamide,FOXJ3,0.072340782,1,0.792576842
Enzalutamide,AC096540.1,0.195788939,1,0.372096323
Enzalutamide,RIMKLA,0.0350534,1,0.814057717
Enzalutamide,ZMYND12,0.294989468,1,0.040838358
Enzalutamide,PPCS,0.085664136,1,0.53210768
Enzalutamide,CCDC30,-0.109084865,1,0.740118804
Enzalutamide,TMSB4XP1,0.896214577,1,0.770829021
Enzalutamide,AL445669.2,0.007140071,1,0.998367469
Enzalutamide,PPIH,0.181491447,1,0.286703437
Enzalutamide,AC098484.4,-0.215980895,1,0.326959814
Enzalutamide,AC098484.2,-1.891773984,1,0.090407126
Enzalutamide,YBX1,-0.073373053,1,0.747072616
Enzalutamide,P3H1,-0.029177105,1,0.912912196
Enzalutamide,C1orf50,0.082787213,1,0.679923082
Enzalutamide,TMEM269,-0.503090429,1,0.451849323
Enzalutamide,SVBP,0.123859991,1,0.475122863
Enzalutamide,ERMAP,0.030677498,1,0.782970818
Enzalutamide,AL512353.1,-0.195449045,1,0.697891723
Enzalutamide,ZNF691,0.062003339,1,0.80145249
Enzalutamide,ATP6V1E1P1,-0.637850744,1,0.735742244
Enzalutamide,SLC2A1,-0.197786723,1,0.577385901
Enzalutamide,SLC2A1-AS1,-0.159401861,1,0.661787697
Enzalutamide,AC099795.1,-1.863838942,1,0.485939855
Enzalutamide,FAM183A,0.028146614,1,0.951011864
Enzalutamide,EBNA1BP2,0.010483492,1,0.943738394
Enzalutamide,CFAP57,0.607620662,1,0.148261491
Enzalutamide,TMEM125,-0.052548735,1,0.885197349
Enzalutamide,C1orf210,-0.08324706,1,0.634536276
Enzalutamide,TIE1,0.968930715,1,0.784699161
Enzalutamide,MPL,-0.51518849,1,0.413470488
Enzalutamide,AL139289.2,-0.228180876,1,0.442793263
Enzalutamide,CDC20,-0.059750814,1,0.866640854
Enzalutamide,ELOVL1,-0.093916953,1,0.760617112
Enzalutamide,MED8,0.004898796,1,0.981515827
Enzalutamide,AL139289.1,-0.80354775,1,0.351640775
Enzalutamide,SZT2,-0.026204381,1,0.879223571
Enzalutamide,HYI-AS1,0,1,1
Enzalutamide,PTPRF,-0.05443059,1,0.813477075
Enzalutamide,KDM4A,0.014516573,1,0.853512456
Enzalutamide,KDM4A-AS1,0.088135867,1,0.80469426
Enzalutamide,ST3GAL3,0.315394495,1,0.208673533
Enzalutamide,SHMT1P1,-3.427659104,1,0.224833843
Enzalutamide,ARTN,-0.04238894,1,0.914515809
Enzalutamide,AL357079.1,-0.035530174,1,0.938845214
Enzalutamide,IPO13,-0.184680043,1,0.495260664
Enzalutamide,AL357079.2,-1.110705555,1,0.090076996
Enzalutamide,DPH2,-0.035000907,1,0.907413155
Enzalutamide,ATP6V0B,-0.016312055,1,0.961254907
Enzalutamide,B4GALT2,-0.088321764,1,0.821905475
Enzalutamide,CCDC24,0.091783214,1,0.622520633
Enzalutamide,SLC6A9,0.136630257,1,0.730405727
Enzalutamide,AL139220.2,0.121897378,1,0.697966007
Enzalutamide,AL356653.1,-0.881659065,1,0.326972207
Enzalutamide,DMAP1,-0.032826109,1,0.884724111
Enzalutamide,ERI3,-0.042114526,1,0.910792831
Enzalutamide,ERI3-IT1,0.011495021,1,0.992375504
Enzalutamide,RNF220,-0.033715713,1,0.859511213
Enzalutamide,TMEM53,-0.151088102,1,0.648664851
Enzalutamide,ARMH1,0.364065019,1,0.357016929
Enzalutamide,RNU5D-1,1.847714514,1,0.319937306
Enzalutamide,KIF2C,-0.008813986,1,0.968175767
Enzalutamide,AL592166.1,0.750833068,1,0.292468629
Enzalutamide,RPS8,-0.016277966,1,0.935761463
Enzalutamide,SNORD46,-0.494797215,1,0.401797712
Enzalutamide,SNORD38A,1.01201761,1,0.464895266
Enzalutamide,RPS15AP11,0.29943056,1,0.573099817
Enzalutamide,BEST4,0.992503779,1,0.230234363
Enzalutamide,PLK3,0.236911497,1,0.402680005
Enzalutamide,TCTEX1D4,0.277709263,1,0.534724722
Enzalutamide,BTBD19,0.572573233,1,0.517081436
Enzalutamide,PTCH2,0.244509379,1,0.669462352
Enzalutamide,AL136380.1,0.236821399,1,0.732799771
Enzalutamide,EIF2B3,-0.025330907,1,0.901945823
Enzalutamide,PPIAP35,-0.58214004,1,0.439853039
Enzalutamide,MRPS17P1,-0.557605744,1,0.363038658
Enzalutamide,HECTD3,-0.019675834,1,0.944683863
Enzalutamide,UROD,0.003681268,1,0.988260391
Enzalutamide,ZSWIM5,0.16741868,1,0.191974014
Enzalutamide,LINC01144,-0.027338344,1,0.932163335
Enzalutamide,HPDL,-1.127570267,1,0.203426372
Enzalutamide,MUTYH,-0.066494733,1,0.807744375
Enzalutamide,TOE1,-0.080317897,1,0.631179192
Enzalutamide,TESK2,0.147569054,1,0.338246065
Enzalutamide,CCDC163,-0.009779206,1,0.967635116
Enzalutamide,MMACHC,-0.031157387,1,0.884052095
Enzalutamide,PRDX1,-0.019386767,1,0.908186806
Enzalutamide,AKR1A1,-0.041937397,1,0.911954296
Enzalutamide,AL355480.3,0.721635793,1,0.605626914
Enzalutamide,AL355480.1,-0.162516923,1,0.855961681
Enzalutamide,NASP,0.114138756,1,0.495011134
Enzalutamide,CCDC17,0.944401605,1,0.115443122
Enzalutamide,GPBP1L1,0.093299484,1,0.719497648
Enzalutamide,RPS15AP10,-0.969928219,1,0.580993957
Enzalutamide,AL604028.2,-0.771096568,1,0.486491555
Enzalutamide,TMEM69,0.07534241,1,0.259801415
Enzalutamide,IPP,0.066260721,1,0.760173827
Enzalutamide,AL604028.1,-0.154213029,1,0.727837888
Enzalutamide,AL603882.1,0.000514827,1,0.999678151
Enzalutamide,MAST2,-0.077932248,1,0.753291869
Enzalutamide,PIK3R3,0.308730249,1,0.302459506
Enzalutamide,AL358075.1,0,1,1
Enzalutamide,AL358075.2,0.16064368,1,0.556887649
Enzalutamide,TSPAN1,0.018107963,1,0.955689855
Enzalutamide,POMGNT1,-0.035419432,1,0.924038302
Enzalutamide,LURAP1,0.007140036,1,0.998785133
Enzalutamide,RAD54L,0.029631883,1,0.902411866
Enzalutamide,LRRC41,-0.079739864,1,0.767564045
Enzalutamide,UQCRH,-0.017633283,1,0.872090795
Enzalutamide,NSUN4,-0.018285808,1,0.866381526
Enzalutamide,FAAH,-0.044136935,1,0.877190263
Enzalutamide,FAAHP1,-1.316809114,1,0.313869539
Enzalutamide,DMBX1,-0.215410075,1,0.453187265
Enzalutamide,MKNK1-AS1,-0.407978521,1,0.594843296
Enzalutamide,MKNK1,-0.053572194,1,0.629799236
Enzalutamide,MOB3C,0.011374573,1,0.921871385
Enzalutamide,ATPAF1,-0.029363408,1,0.875555088
Enzalutamide,NENFP1,0.007140057,1,0.998590301
Enzalutamide,TEX38,-0.402062055,1,0.363944678
Enzalutamide,EFCAB14-AS1,0.708141098,1,0.654404285
Enzalutamide,EFCAB14,0.044593961,1,0.835776649
Enzalutamide,CYP4B1,0.642637445,1,0.459445642
Enzalutamide,CYP4X1,-0.889513783,1,0.85048735
Enzalutamide,CYP4Z1,0.968933413,1,0.714376971
Enzalutamide,CYP4A22-AS1,0.257387463,1,0.689445674
Enzalutamide,LINC00853,-0.026640764,1,0.93525927
Enzalutamide,PDZK1IP1,0.140684862,1,0.764970385
Enzalutamide,TAL1,1.409883788,1,0.244615492
Enzalutamide,STIL,0.07964218,1,0.836182794
Enzalutamide,CMPK1,0.053365143,1,0.921861896
Enzalutamide,LINC01389,1.253324118,1,0.445829833
Enzalutamide,FOXD2-AS1,0.364698855,1,0.25190576
Enzalutamide,FOXD2,0.166009029,1,0.707704621
Enzalutamide,TRABD2B,0.227693571,1,0.565185637
Enzalutamide,AC096541.1,0.00714009,1,0.997844317
Enzalutamide,AL356289.3,-0.954648606,1,0.815306204
Enzalutamide,SLC5A9,0.968929059,1,0.808583165
Enzalutamide,SPATA6,0.026348826,1,0.9395326
Enzalutamide,AL356968.2,-0.095715055,1,0.724493061
Enzalutamide,AGBL4,0.453928409,1,0.48700182
Enzalutamide,BEND5,1.463329448,1,0.125147187
Enzalutamide,AL596275.1,0.004864599,1,0.996791435
Enzalutamide,FAF1,-0.014145876,1,0.932335805
Enzalutamide,PHBP12,0.978215463,1,0.58325732
Enzalutamide,CDKN2C,-0.067625119,1,0.714930667
Enzalutamide,CFL1P2,0.007140102,1,0.996970205
Enzalutamide,LINC01562,0.22886201,1,0.882752676
