perturbation_id,compound_id,compound_name,smiles,gene_symbol,regulation_label
BRD-FBDF768A_AL445253.1_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,AL445253.1,up
BRD-FBDF768A_ZBTB40-IT1_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,ZBTB40-IT1,up
BRD-FBDF768A_EPHA8_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,EPHA8,down
BRD-FBDF768A_TEX46_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,TEX46,down
BRD-FBDF768A_AL109936.1_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,AL109936.1,up
BRD-FBDF768A_LINC01355_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,LINC01355,up
BRD-FBDF768A_AL109936.6_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,AL109936.6,up
BRD-FBDF768A_AL109936.2_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,AL109936.2,down
BRD-FBDF768A_AL021154.1_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,AL021154.1,down
BRD-FBDF768A_ELOA-AS1_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,ELOA-AS1,up
BRD-FBDF768A_IL22RA1_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,IL22RA1,down
BRD-FBDF768A_IFNLR1_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,IFNLR1,down
BRD-FBDF768A_NCMAP_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,NCMAP,up
BRD-FBDF768A_RUNX3_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,RUNX3,up
BRD-FBDF768A_AL031432.4_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,AL031432.4,down
BRD-FBDF768A_AL031432.5_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,AL031432.5,up
BRD-FBDF768A_AL031432.2_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,AL031432.2,up
BRD-FBDF768A_RHD_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,RHD,up
BRD-FBDF768A_AL928711.1_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,AL928711.1,up
BRD-FBDF768A_AL606491.1_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,AL606491.1,up
BRD-FBDF768A_AL031280.1_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,AL031280.1,up
BRD-FBDF768A_AL033528.2_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,AL033528.2,down
BRD-FBDF768A_PAQR7_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,PAQR7,up
BRD-FBDF768A_SLC30A2_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,SLC30A2,up
BRD-FBDF768A_AL355877.1_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,AL355877.1,up
BRD-FBDF768A_AL355877.3_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,AL355877.3,down
BRD-FBDF768A_AL355877.2_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,AL355877.2,down
BRD-FBDF768A_AL513365.1_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,AL513365.1,up
BRD-FBDF768A_NR0B2_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,NR0B2,up
BRD-FBDF768A_RPL12P13_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,RPL12P13,up
BRD-FBDF768A_OSTCP2_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,OSTCP2,up
BRD-FBDF768A_TENT5B_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,TENT5B,up
BRD-FBDF768A_CHCHD3P3_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,CHCHD3P3,down
BRD-FBDF768A_FO393419.3_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,FO393419.3,up
BRD-FBDF768A_FCN3_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,FCN3,down
BRD-FBDF768A_AL020997.1_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,AL020997.1,up
BRD-FBDF768A_THEMIS2_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,THEMIS2,up
BRD-FBDF768A_AL512288.2_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,AL512288.2,up
BRD-FBDF768A_AL137792.1_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,AL137792.1,up
BRD-FBDF768A_AL353622.2_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,AL353622.2,down
BRD-FBDF768A_CR391992.1_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,CR391992.1,up
BRD-FBDF768A_SNORA73B_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,SNORA73B,down
BRD-FBDF768A_SNORD99_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,SNORD99,up
BRD-FBDF768A_OPRD1_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,OPRD1,up
BRD-FBDF768A_AL009181.1_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,AL009181.1,down
BRD-FBDF768A_HCRTR1_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,HCRTR1,down
BRD-FBDF768A_AC114488.2_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,AC114488.2,up
BRD-FBDF768A_AL354919.2_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,AL354919.2,down
BRD-FBDF768A_AL049795.1_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,AL049795.1,down
BRD-FBDF768A_LCK_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,LCK,up
BRD-FBDF768A_AL109945.1_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,AL109945.1,up
BRD-FBDF768A_TSSK3_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,TSSK3,up
BRD-FBDF768A_GAPDHP20_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,GAPDHP20,up
BRD-FBDF768A_AC114489.1_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,AC114489.1,down
BRD-FBDF768A_AL031602.1_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,AL031602.1,down
BRD-FBDF768A_AL355864.1_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,AL355864.1,down
BRD-FBDF768A_AL355864.2_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,AL355864.2,up
BRD-FBDF768A_A3GALT2_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,A3GALT2,down
BRD-FBDF768A_AC004865.2_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,AC004865.2,up
BRD-FBDF768A_AL354864.1_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,AL354864.1,down
BRD-FBDF768A_AL138787.1_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,AL138787.1,up
BRD-FBDF768A_COL8A2_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,COL8A2,down
BRD-FBDF768A_MAP7D1_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,MAP7D1,down
BRD-FBDF768A_AL591845.1_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,AL591845.1,down
BRD-FBDF768A_MIR5581_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,MIR5581,down
BRD-FBDF768A_FTH1P1_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,FTH1P1,down
BRD-FBDF768A_ACTN4P2_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,ACTN4P2,down
BRD-FBDF768A_RF00092_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,RF00092,up
BRD-FBDF768A_AL139158.2_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,AL139158.2,down
BRD-FBDF768A_AL354702.1_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,AL354702.1,down
BRD-FBDF768A_GJA9-MYCBP_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,GJA9-MYCBP,down
BRD-FBDF768A_GJA9_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,GJA9,down
BRD-FBDF768A_OXCT2P1_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,OXCT2P1,up
BRD-FBDF768A_SNORA55_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,SNORA55,down
BRD-FBDF768A_NT5C1A_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,NT5C1A,up
BRD-FBDF768A_OXCT2_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,OXCT2,up
BRD-FBDF768A_AL033527.3_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,AL033527.3,down
BRD-FBDF768A_MYCL_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,MYCL,down
BRD-FBDF768A_AL033527.2_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,AL033527.2,down
BRD-FBDF768A_AL512599.1_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,AL512599.1,down
BRD-FBDF768A_ZFP69_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,ZFP69,down
BRD-FBDF768A_AL603839.2_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,AL603839.2,up
BRD-FBDF768A_AL031289.1_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,AL031289.1,up
BRD-FBDF768A_AC093151.3_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,AC093151.3,up
BRD-FBDF768A_AL445933.1_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,AL445933.1,up
BRD-FBDF768A_TMSB4XP1_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,TMSB4XP1,up
BRD-FBDF768A_AC098484.2_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,AC098484.2,down
BRD-FBDF768A_TMEM269_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,TMEM269,down
BRD-FBDF768A_ATP6V1E1P1_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,ATP6V1E1P1,down
BRD-FBDF768A_AC099795.1_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,AC099795.1,down
BRD-FBDF768A_CFAP57_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,CFAP57,up
BRD-FBDF768A_TIE1_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,TIE1,up
BRD-FBDF768A_MPL_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,MPL,down
BRD-FBDF768A_AL139289.1_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,AL139289.1,down
BRD-FBDF768A_SHMT1P1_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,SHMT1P1,down
BRD-FBDF768A_AL357079.2_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,AL357079.2,down
BRD-FBDF768A_AL356653.1_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,AL356653.1,down
BRD-FBDF768A_RNU5D-1_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,RNU5D-1,up
BRD-FBDF768A_AL592166.1_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,AL592166.1,up
BRD-FBDF768A_SNORD38A_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,SNORD38A,up
BRD-FBDF768A_BEST4_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,BEST4,up
BRD-FBDF768A_BTBD19_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,BTBD19,up
BRD-FBDF768A_PPIAP35_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,PPIAP35,down
BRD-FBDF768A_MRPS17P1_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,MRPS17P1,down
BRD-FBDF768A_HPDL_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,HPDL,down
BRD-FBDF768A_AL355480.3_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,AL355480.3,up
BRD-FBDF768A_CCDC17_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,CCDC17,up
BRD-FBDF768A_RPS15AP10_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,RPS15AP10,down
BRD-FBDF768A_AL604028.2_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,AL604028.2,down
BRD-FBDF768A_FAAHP1_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,FAAHP1,down
BRD-FBDF768A_EFCAB14-AS1_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,EFCAB14-AS1,up
BRD-FBDF768A_CYP4B1_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,CYP4B1,up
BRD-FBDF768A_CYP4X1_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,CYP4X1,down
BRD-FBDF768A_CYP4Z1_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,CYP4Z1,up
BRD-FBDF768A_TAL1_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,TAL1,up
BRD-FBDF768A_LINC01389_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,LINC01389,up
BRD-FBDF768A_AL356289.3_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,AL356289.3,down
BRD-FBDF768A_SLC5A9_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,SLC5A9,up
BRD-FBDF768A_BEND5_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,BEND5,up
BRD-FBDF768A_PHBP12_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,PHBP12,up
BRD-FBDF768A_AL050343.1_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,AL050343.1,up
BRD-FBDF768A_AL445685.1_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,AL445685.1,down
BRD-FBDF768A_TXNDC12-AS1_LNCaP,BRD-FBDF768A,Enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)cc2C(F)(F)F)C(=S)N1c3ccc(C(=O)NC)cc3F,TXNDC12-AS1,up
